"auto_id","coarse_stone_weight","coarse_fauna_weight","fine_stone_weight","fine_fauna_weight"
8759,32,2,-1,-1
8760,19,2,-1,-1
8761,62,0,6,2
8762,13,0,-1,-1
8763,38,0,10,1
8764,48,2,10,1
8765,-1,-1,2,2
8767,-1,-1,2,2
8768,66,2,2,1
8769,-1,-1,6,2
8771,82,6,-1,-1
8772,-1,-1,8,2
8773,16,8,-1,-1
8774,52,2,11,1
8775,22,1,-1,-1
8776,6,0,4,2
8777,82,2,-1,-1
8778,39,0,8,2
8779,114,2,-1,-1
8780,18,0,4,0
8781,18,4,-1,-1
8782,48,2,-1,-1
8783,-1,-1,10,2
8785,28,2,-1,-1
8786,-1,-1,4,2
8787,-1,-1,6,2
8789,-1,-1,4,4
8790,11,2,-1,-1
8791,44,0,-1,-1
8792,-1,-1,6,4
8793,-1,-1,6,2
8794,-1,-1,2,2
8795,30,0,-1,-1
8796,2,0,2,0
8797,56,1,-1,-1
8798,-1,-1,4,2
8799,-1,-1,4,2
8800,14,2,-1,-1
8801,-1,-1,6,2
8802,-1,-1,2,2
8803,64,14,-1,-1
8804,-1,-1,4,2
8805,-1,-1,4,0
8806,78,0,-1,-1
8807,-1,-1,4,2
8808,-1,-1,2,2
8809,-1,-1,2,2
8811,58,2,5,3
8815,32,1,-1,-1
8816,88,2,-1,-1
8817,-1,-1,2,2
8818,52,0,-1,-1
8819,46,2,-1,-1
8821,14,0,2,0
8822,8,0,2,1
8823,-1,-1,6,2
8824,42,2,-1,-1
8826,44,0,-1,-1
8827,26,1,-1,-1
8828,14,2,-1,-1
8829,48,1,-1,-1
8830,-1,-1,6,2
19088,41,1,-1,-1
8831,12,6,-1,-1
8832,36,0,-1,-1
8833,18,2,-1,-1
8834,50,0,-1,-1
8835,-1,-1,2,2
8836,-1,-1,6,2
8837,130,1,-1,-1
8838,28,0,-1,-1
8839,28,1,-1,-1
8840,79,10,-1,-1
8841,14,0,2,0
8842,20,2,-1,-1
8843,30,1,-1,-1
8844,10,0,-1,-1
8846,112,1,-1,-1
8847,-1,-1,6,0
8848,16,0,-1,-1
8849,78,6,-1,-1
8850,24,0,-1,-1
8851,38,0,8,4
8852,34,1,-1,-1
8853,-1,-1,6,2
8854,56,1,-1,-1
8855,34,1,-1,-1
8856,-1,-1,4,2
8857,2,6,-1,-1
8858,30,1,-1,-1
8859,64,0,4,1
8862,29,0,4,0
8863,12,0,-1,-1
8864,8,2,-1,-1
8866,6,0,2,0
8868,-1,-1,6,2
8869,-1,-1,4,2
8870,18,0,4,2
8871,58,1,-1,-1
8872,-1,-1,6,2
8873,16,0,1,1
8874,-1,-1,8,2
8875,42,0,-1,-1
8876,-1,-1,8,0
8877,24,0,8,0
8878,58,1,-1,-1
8879,24,0,-1,-1
8881,52,1,-1,-1
8884,22,0,-1,-1
8885,24,0,2,0
8886,76,10,-1,-1
8887,-1,-1,4,2
8888,28,0,2,2
8889,-1,-1,4,2
8891,28,0,-1,-1
8892,26,1,-1,-1
8893,54,0,-1,-1
8894,44,0,-1,-1
8895,32,0,-1,-1
8896,-1,-1,2,0
8897,20,1,-1,-1
8898,-1,-1,8,2
8900,-1,-1,2,0
8901,40,1,-1,-1
8902,-1,-1,8,2
8903,-1,-1,4,2
8904,-1,-1,4,2
9334,-1,-1,6,2
9335,8,0,2,0
9336,42,0,-1,-1
9338,14,0,-1,-1
9339,-1,-1,2,2
19046,-1,-1,6,1
9340,18,2,-1,-1
9341,-1,-1,8,2
9342,-1,-1,8,0
9343,-1,-1,4,2
9344,8,0,-1,-1
9345,30,1,-1,-1
9346,-1,-1,6,2
9347,22,0,-1,-1
9348,-1,-1,6,2
9349,30,2,-1,-1
19043,-1,-1,2,1
19040,-1,-1,33,2
9350,-1,-1,6,2
9351,-1,-1,4,0
9352,62,0,-1,-1
9353,-1,-1,5,1
9354,-1,-1,2,2
9355,22,0,4,1
9356,-1,-1,4,2
9357,24,0,-1,-1
9358,-1,-1,6,2
9359,-1,-1,4,2
9360,25,0,-1,-1
9361,54,0,-1,-1
9362,36,2,-1,-1
9363,-1,-1,4,0
9364,-1,-1,4,2
9365,-1,-1,10,2
9366,-1,-1,4,2
9368,9,1,-1,-1
9369,14,0,-1,-1
9370,-1,-1,6,2
9371,-1,-1,6,1
9372,-1,-1,4,2
9373,-1,-1,4,2
9374,222,26,-1,-1
9375,-1,-1,8,1
9376,18,1,-1,-1
9377,12,1,-1,-1
9378,-1,-1,24,2
19045,-1,-1,5,2
9379,11,0,-1,-1
9380,24,0,2,1
9381,26,0,-1,-1
9382,22,1,-1,-1
9383,40,0,-1,-1
9384,-1,-1,2,2
9385,14,0,-1,-1
9386,12,0,2,0
9387,6,0,-1,-1
9388,76,2,-1,-1
9389,-1,-1,2,1
9390,-1,-1,7,1
9391,-1,-1,10,2
9392,-1,-1,8,2
9393,22,2,6,1
9394,-1,-1,2,2
9395,-1,-1,4,2
9396,22,0,-1,-1
9397,-1,-1,13,3
9398,-1,-1,2,2
9399,12,0,4,0
9400,4,0,2,0
19087,17,0,-1,-1
9401,30,0,-1,-1
19086,7,0,-1,-1
9403,-1,-1,6,2
9404,-1,-1,2,0
9405,24,0,6,2
9406,32,0,-1,-1
19044,-1,-1,7,5
9407,90,2,-1,-1
9408,10,0,1,1
9409,36,2,-1,-1
9410,60,1,-1,-1
9411,80,1,-1,-1
9412,78,2,-1,-1
9413,22,0,3,1
9414,-1,-1,2,2
9415,22,0,2,2
9416,-1,-1,6,2
9417,84,1,-1,-1
9418,32,0,2,2
9419,68,0,-1,-1
9420,-1,-1,6,2
9421,38,0,-1,-1
9422,-1,-1,4,2
9423,-1,-1,6,2
9424,10,0,-1,-1
9425,-1,-1,4,2
9426,6,2,-1,-1
9427,-1,-1,4,2
9428,-1,-1,8,2
9429,24,2,-1,-1
9430,-1,-1,12,2
9431,20,1,-1,-1
9432,54,1,-1,-1
9433,-1,-1,4,2
9434,82,0,-1,-1
9435,14,6,-1,-1
9436,4,0,4,0
9437,44,0,-1,-1
9438,-1,-1,4,2
9439,36,34,-1,-1
19041,-1,-1,7,2
9440,42,1,-1,-1
9441,12,0,-1,-1
9442,-1,-1,4,2
9443,6,0,4,2
9444,-1,-1,2,2
9446,-1,-1,2,2
9447,120,0,-1,-1
9448,32,0,4,2
9449,-1,-1,10,2
9450,-1,-1,2,2
9451,15,0,-1,-1
9452,6,0,4,1
9453,32,6,4,1
9454,-1,-1,4,2
9455,-1,-1,6,0
9456,-1,-1,6,2
9457,3,0,-1,-1
9458,-1,-1,8,2
9459,10,0,4,2
9460,-1,-1,6,2
9461,62,0,-1,-1
9462,-1,-1,4,0
9463,-1,-1,4,2
9464,-1,-1,10,2
19042,-1,-1,8,1
9465,22,1,-1,-1
9466,-1,-1,12,2
9467,12,1,-1,-1
9468,8,0,2,0
9469,-1,-1,2,2
9470,32,-1,2,1
9471,8,0,2,2
9472,6,0,2,0
9473,-1,-1,8,2
9474,44,1,-1,-1
9475,28,0,-1,-1
9476,36,2,-1,-1
9477,-1,-1,10,2
19037,-1,-1,2,1
9478,-1,-1,10,2
9479,24,4,-1,-1
9480,15,0,-1,-1
9481,-1,-1,2,2
9482,70,0,-1,-1
9483,-1,-1,8,1
9484,36,1,-1,-1
9485,188,0,-1,-1
9486,50,0,-1,-1
9487,18,0,2,0
9488,34,0,-1,-1
9489,42,1,-1,-1
9490,42,4,-1,-1
9491,-1,-1,2,0
9492,10,0,2,0
9493,56,0,-1,-1
9494,8,0,6,0
9495,24,0,-1,-1
9496,152,4,24,1
9497,8,0,-1,-1
9498,-1,-1,7,2
9499,52,2,-1,-1
9500,-1,-1,6,2
9501,12,1,-1,-1
9502,-1,-1,4,0
9503,-1,-1,5,1
9504,46,0,-1,-1
9505,26,1,-1,-1
9506,38,4,-1,-1
9507,62,1,-1,-1
9508,96,2,-1,-1
9509,-1,-1,4,2
9511,72,0,-1,-1
9512,78,2,-1,-1
9513,-1,-1,6,0
9514,54,0,-1,-1
9699,20,1,6,1
9700,24,1,-1,-1
9701,18,0,2,0
9702,46,1,-1,-1
19061,-1,-1,3,1
19082,-1,-1,7,1
9703,14,1,-1,-1
9704,-1,-1,2,2
9705,32,1,-1,-1
19094,56,0,-1,-1
9706,-1,-1,4,0
9707,106,4,-1,-1
9708,-1,-1,4,0
9709,-1,-1,4,2
9710,-1,-1,6,2
9711,40,0,-1,-1
9712,27,8,-1,-1
9713,18,2,-1,-1
9714,42,0,5,3
9715,42,1,-1,-1
9716,42,4,2,0
9717,14,1,-1,-1
19066,-1,-1,5,1
9718,-1,-1,4,2
9720,-1,-1,8,2
9721,44,1,-1,-1
9722,15,0,2,0
9723,-1,-1,6,2
19093,42,0,-1,-1
19069,-1,-1,3,1
9724,-1,-1,4,2
9725,16,1,1,1
9726,8,1,-1,-1
19063,-1,-1,4,0
9727,14,0,2,0
9728,18,0,-1,-1
9729,52,2,-1,-1
9730,14,1,-1,-1
9731,16,1,-1,-1
9732,-1,-1,2,2
19068,-1,-1,3,1
9733,-1,-1,6,2
19059,-1,-1,2,1
9734,15,0,4,0
9735,-1,-1,10,4
9736,-1,-1,8,2
19062,-1,-1,2,1
9737,72,1,-1,-1
19065,-1,-1,4,0
9738,21,0,2,0
19076,-1,-1,7,2
19072,-1,-1,7,1
9739,-1,-1,2,2
9740,-1,-1,6,2
19081,-1,-1,5,1
9741,-1,-1,6,0
9742,38,1,-1,-1
9743,-1,-1,4,2
9744,8,0,4,1
9745,-1,-1,6,1
19078,-1,-1,5,1
19075,-1,-1,3,1
9746,38,2,4,2
19073,-1,-1,3,1
9747,40,0,-1,-1
19064,-1,-1,5,7
9748,-1,-1,6,2
19077,-1,-1,2,1
9749,46,0,2,2
9750,28,0,-1,-1
19070,-1,-1,6,1
19060,-1,-1,4,1
9751,24,0,4,0
9752,-1,-1,6,2
9753,-1,-1,8,2
9754,-1,-1,4,2
9755,8,0,4,0
9756,16,2,-1,-1
19071,-1,-1,3,1
9757,5,0,2,0
9758,-1,-1,4,2
9759,14,0,-1,-1
9760,24,4,-1,-1
9761,-1,-1,2,2
19080,-1,-1,3,1
9762,26,1,-1,-1
9763,56,2,-1,-1
9764,-1,-1,6,2
19074,-1,-1,5,1
9765,28,2,-1,-1
9766,16,2,-1,-1
9767,11,0,2,0
19092,178,5,-1,-1
9768,36,0,-1,-1
9769,-1,-1,6,4
19079,-1,-1,4,1
9770,64,2,-1,-1
19067,-1,-1,2,1
9771,32,1,-1,-1
9772,14,0,3,0
9773,-1,-1,4,2
9774,52,4,-1,-1
9775,-1,-1,6,2
9776,-1,-1,2,2
10234,-1,-1,4,0
10235,-1,-1,10,2
10236,19,0,4,1
10237,-1,-1,6,1
10238,-1,-1,4,2
10239,-1,-1,2,2
10240,200,2,-1,-1
10241,44,0,-1,-1
10242,14,0,-1,-1
10243,-1,-1,3,1
10244,54,2,-1,-1
10245,-1,-1,3,1
10246,-1,-1,2,2
10247,35,1,-1,-1
10248,-1,-1,5,2
10249,24,0,3,1
10250,-1,-1,2,0
10251,-1,-1,38,8
10252,-1,-1,8,4
10253,20,0,-1,-1
10254,4,0,-1,-1
10255,10,0,-1,-1
10256,-1,-1,6,4
10257,-1,-1,6,2
10258,18,2,-1,-1
10259,-1,-1,6,2
10260,4,0,-1,-1
10261,24,1,-1,-1
10262,12,0,1,0
10263,-1,-1,4,2
10264,20,0,-1,-1
10265,10,-1,28,6
10266,40,2,-1,-1
10267,-1,-1,2,2
10268,-1,-1,2,0
10269,10,0,2,1
10270,-1,-1,4,2
10271,-1,-1,4,2
10272,-1,-1,4,2
10273,16,1,-1,-1
10274,-1,-1,4,2
10275,-1,-1,4,2
10276,-1,-1,2,0
10277,56,0,-1,-1
10278,-1,-1,4,2
10279,38,0,-1,-1
10280,21,4,-1,-1
10281,-1,-1,2,2
10282,22,2,-1,-1
10283,14,0,-1,-1
10284,-1,-1,4,0
10285,30,0,-1,-1
10286,132,0,-1,-1
10287,-1,-1,4,2
10288,-1,-1,8,4
10289,-1,-1,2,2
10290,48,0,-1,-1
10291,-1,-1,8,2
10292,-1,-1,2,2
10293,-1,-1,6,2
10294,17,2,-1,-1
10295,14,2,-1,-1
19053,-1,-1,8,1
10296,-1,-1,4,2
10297,-1,-1,12,4
10298,-1,-1,6,2
10299,116,2,-1,-1
10300,2,0,-1,-1
10301,-1,-1,6,2
19050,-1,-1,8,2
10302,-1,-1,6,2
10303,24,1,-1,-1
10304,-1,-1,10,2
10305,-1,-1,3,5
10306,-1,-1,8,2
10307,26,1,4,2
10308,14,0,-1,-1
10309,-1,-1,2,0
10310,30,1,-1,-1
10311,16,1,-1,-1
10312,24,2,-1,-1
10313,1,0,-1,-1
10314,-1,-1,10,2
10315,-1,-1,6,0
10316,-1,-1,3,1
10317,8,1,-1,-1
10318,-1,-1,4,2
10319,-1,-1,4,2
10320,26,1,-1,-1
10321,26,1,-1,-1
10322,-1,-1,6,0
10323,-1,-1,5,1
10324,13,0,2,0
10325,30,1,-1,-1
10326,28,2,-1,-1
10327,-1,-1,8,2
10328,10,0,-1,-1
10329,34,1,-1,-1
10330,-1,-1,18,2
10331,58,1,-1,-1
19057,-1,-1,2,1
10332,12,0,-1,-1
10333,18,0,4,1
10334,-1,-1,3,1
10335,20,1,-1,-1
10336,26,1,-1,-1
10337,66,0,-1,-1
10338,-1,-1,6,2
10339,22,0,-1,-1
10340,-1,-1,4,2
10341,-1,-1,4,2
10342,30,2,-1,-1
10343,13,2,-1,-1
10344,-1,-1,2,0
19056,-1,-1,2,1
10345,22,2,-1,-1
10346,16,2,-1,-1
10347,-1,-1,7,1
10348,-1,-1,6,2
10349,68,0,-1,-1
10350,62,2,-1,-1
10351,2,0,-1,-1
10352,-1,-1,20,4
10353,-1,-1,4,0
10354,22,0,10,1
10355,36,0,3,1
10356,-1,-1,4,2
10357,120,5,-1,-1
10358,10,0,4,0
10359,16,4,-1,-1
10360,28,0,-1,-1
10361,56,0,-1,-1
10362,10,2,-1,-1
10363,-1,-1,4,1
10364,-1,-1,4,2
10365,20,1,-1,-1
10366,38,1,-1,-1
10367,-1,-1,4,2
10368,-1,-1,2,0
10369,14,0,-1,-1
10370,14,0,-1,-1
10371,-1,-1,6,2
10372,-1,-1,4,2
10373,50,6,-1,-1
10374,74,0,-1,-1
10375,16,2,-1,-1
10376,-1,-1,4,2
10377,-1,-1,6,2
10378,94,1,-1,-1
10379,26,4,-1,-1
19090,8,1,-1,-1
10380,24,0,6,2
10381,152,6,-1,-1
10382,26,1,4,1
10383,-1,-1,4,0
10384,32,2,5,1
10385,18,0,6,2
10386,10,1,-1,-1
10387,42,1,-1,-1
10388,25,0,2,0
10389,24,1,-1,-1
10390,-1,-1,8,2
10391,20,0,-1,-1
10392,38,1,8,1
10393,-1,-1,8,6
19091,26,1,-1,-1
10394,-1,-1,2,2
10395,-1,-1,4,0
10396,-1,-1,12,2
10397,-1,-1,4,2
10398,6,0,-1,-1
10399,-1,-1,2,0
10400,-1,-1,8,2
10401,-1,-1,4,2
10402,-1,-1,6,2
10403,34,0,-1,-1
10404,-1,-1,6,2
10405,130,4,-1,-1
10406,44,1,-1,-1
10407,-1,-1,2,2
10408,30,0,-1,-1
10409,-1,-1,4,2
10410,-1,-1,6,1
10411,18,1,-1,-1
10412,-1,-1,6,2
10413,-1,-1,3,1
10414,-1,-1,8,2
10415,-1,-1,14,2
10416,16,2,-1,-1
10417,14,0,2,0
10418,-1,-1,12,2
10419,22,0,3,1
19049,-1,-1,5,2
10420,-1,-1,6,0
10421,10,0,2,0
10422,16,6,-1,-1
10423,32,0,-1,-1
10424,-1,-1,6,2
10425,-1,-1,2,1
10426,-1,-1,6,2
10427,-1,-1,8,0
10428,10,1,-1,-1
10429,-1,-1,4,2
10430,26,0,-1,-1
10431,-1,-1,4,2
19055,-1,-1,5,4
10432,14,0,-1,-1
10433,-1,-1,4,2
10434,14,0,2,2
10435,6,0,-1,-1
10436,12,0,-1,-1
10437,-1,-1,6,2
19054,-1,-1,6,3
10438,-1,-1,2,2
10439,-1,-1,2,1
10440,-1,-1,2,2
10441,4,0,-1,-1
10442,56,0,-1,-1
10443,56,2,-1,-1
10444,-1,-1,4,2
10445,-1,-1,4,2
10446,2,0,-1,-1
10447,24,4,-1,-1
10448,-1,-1,6,0
10449,-1,-1,8,1
10450,20,1,3,1
10451,44,2,-1,-1
10452,44,2,-1,-1
10453,-1,-1,4,0
10454,70,2,-1,-1
10455,24,0,4,1
10456,2,0,-1,-1
10457,-1,-1,4,2
10458,-1,-1,6,0
10459,-1,-1,4,2
10460,28,1,-1,-1
10461,56,0,-1,-1
10462,42,2,-1,-1
10463,-1,-1,2,0
10464,259,10,-1,-1
10465,-1,-1,9,1
10466,78,4,-1,-1
10467,-1,-1,4,1
10468,48,1,8,2
10469,-1,-1,6,0
10470,-1,-1,4,2
10471,12,0,2,0
10472,-1,-1,4,2
10473,5,0,2,2
10474,-1,-1,2,2
10475,-1,-1,4,2
19058,-1,-1,9,2
10476,78,1,-1,-1
10691,18,1,1,1
10692,-1,-1,10,0
10693,22,1,2,2
10694,22,0,5,1
10695,10,0,4,1
10696,14,2,6,1
10697,-1,-1,6,2
10698,12,0,2,1
10699,-1,-1,8,2
10700,90,4,-1,-1
10701,18,2,1,1
10702,-1,-1,2,2
10703,40,1,6,2
10704,16,0,2,0
10705,22,0,1,1
10706,18,0,4,1
10707,28,1,5,1
10708,12,0,4,0
10709,14,0,2,1
10710,-1,-1,4,2
10711,38,0,3,0
10712,44,2,-1,-1
10713,37,1,-1,-1
10714,14,2,8,1
10715,8,0,-1,-1
10716,36,0,4,1
10717,-1,-1,6,2
10718,20,1,-1,-1
10719,19,9,-1,-1
10720,-1,-1,6,2
10721,-1,-1,6,2
10722,50,0,4,2
10723,-1,-1,2,1
10724,60,2,-1,-1
10725,36,1,-1,-1
10726,-1,-1,2,2
10727,52,8,-1,-1
10728,30,1,-1,-1
10729,-1,-1,6,0
10730,18,1,2,2
10731,52,2,-1,-1
10732,30,1,4,1
10733,-1,-1,10,2
10734,50,0,8,2
10735,-1,-1,2,0
10736,30,1,-1,-1
10737,-1,-1,4,2
10738,2,8,-1,-1
10739,72,0,4,1
10740,42,4,-1,-1
10741,58,4,-1,-1
10742,40,0,-1,-1
10743,18,2,2,1
10744,24,0,3,1
10745,48,2,8,2
10746,58,1,-1,-1
10747,22,1,-1,-1
10748,-1,-1,8,2
10749,32,1,6,2
10750,40,2,4,2
10751,-1,-1,6,0
10752,16,0,2,0
10753,42,2,2,2
10754,34,0,4,1
10755,14,0,6,0
10756,14,0,4,1
10757,-1,-1,6,2
10758,44,1,5,1
10759,22,9,-1,-1
10760,18,2,1,1
10761,16,0,2,0
10762,10,0,2,0
10763,-1,-1,2,2
10764,34,0,2,1
10765,18,0,-1,-1
10766,24,0,-1,-1
10767,-1,-1,4,2
10768,18,2,4,1
10769,20,0,6,1
10770,42,2,1,1
10771,18,4,-1,-1
10772,15,0,5,1
10773,22,0,6,1
10774,20,0,3,1
10775,12,0,4,1
10776,14,0,2,0
19089,65,3,-1,-1
10777,36,0,2,1
10778,-1,-1,6,2
10779,16,0,-1,-1
10780,-1,-1,4,2
10781,28,1,4,2
10782,16,1,2,1
10783,24,0,2,1
10784,-1,-1,6,2
10785,30,1,5,2
10786,28,0,4,0
10787,-1,-1,8,2
10788,-1,-1,2,2
10790,14,0,2,1
10791,44,1,-1,-1
10792,36,0,6,2
11026,-1,-1,6,2
11027,46,0,4,2
11028,-1,-1,6,2
11029,22,2,-1,-1
11030,-1,-1,8,2
11031,38,1,-1,-1
11032,44,2,-1,-1
11033,1,0,2,2
11034,-1,-1,4,2
11035,-1,-1,6,2
11036,44,0,-1,-1
11037,22,0,-1,-1
11039,6,0,-1,-1
11040,18,0,-1,-1
11041,-1,-1,4,2
11042,-1,-1,8,2
11043,14,0,1,1
11044,4,0,2,0
11045,40,0,2,0
11046,6,0,3,1
11047,4,0,2,1
11048,31,2,2,1
11049,8,1,4,0
11050,-1,-1,8,2
19038,-1,-1,4,1
11052,48,2,-1,-1
11054,8,1,2,1
11055,2,0,2,0
11056,-1,-1,8,2
11057,-1,-1,8,2
11058,11,6,-1,-1
11059,-1,-1,4,2
11060,34,1,-1,-1
11061,-1,-1,4,2
11062,62,2,-1,-1
11063,-1,-1,2,2
11064,12,2,3,1
11065,48,0,4,1
11066,4,0,8,0
11067,-1,-1,4,2
11068,-1,-1,4,2
11069,-1,-1,6,2
11070,22,0,-1,-1
11071,16,1,-1,-1
11072,40,2,-1,-1
11073,24,0,-1,-1
11074,40,2,-1,-1
11075,-1,-1,12,2
11076,34,0,-1,-1
11077,-1,-1,4,2
11078,62,1,2,1
11080,-1,-1,2,0
11081,-1,-1,6,2
11082,20,2,-1,-1
11083,28,6,-1,-1
11084,-1,-1,2,2
11085,14,1,-1,-1
11086,-1,-1,4,2
11087,6,6,-1,-1
11088,-1,-1,4,2
11089,-1,-1,8,2
11090,62,1,-1,-1
11091,56,4,3,1
11092,-1,-1,12,1
11093,-1,-1,8,0
11094,66,10,-1,-1
11095,10,1,-1,-1
11096,34,0,-1,-1
11097,32,0,6,2
11098,52,0,-1,-1
11099,34,2,-1,-1
11100,50,1,-1,-1
11101,38,0,-1,-1
11102,44,4,-1,-1
11103,18,4,2,1
11104,71,0,-1,-1
11105,-1,-1,6,2
11106,-1,-1,12,2
11107,-1,-1,6,4
11108,-1,-1,6,2
11109,-1,-1,12,2
11110,-1,-1,6,2
11111,-1,-1,4,2
11112,8,0,3,0
11113,24,2,4,0
11115,-1,-1,6,2
11116,34,2,-1,-1
11117,40,1,-1,-1
11118,-1,-1,6,2
11119,6,0,-1,-1
11120,-1,-1,2,0
11121,-1,-1,2,2
11122,34,2,2,1
11123,40,6,-1,-1
11124,72,2,-1,-1
11125,12,0,6,1
11126,42,1,3,1
11127,22,2,-1,-1
11129,-1,-1,4,2
11130,18,0,1,1
11131,2,0,4,0
11132,-1,-1,10,2
11133,26,1,-1,-1
11134,-1,-1,8,2
11135,-1,-1,8,2
11136,48,0,-1,-1
11137,26,0,6,1
11138,36,0,6,1
11139,-1,-1,6,2
11140,-1,-1,6,2
11141,-1,-1,10,2
11142,-1,-1,4,2
11143,-1,-1,6,2
11144,38,4,2,2
11145,52,2,-1,-1
11146,52,1,-1,-1
11147,22,0,-1,-1
11148,36,2,-1,-1
11149,20,0,4,1
11150,70,0,-1,-1
11151,-1,-1,4,2
11152,28,4,-1,-1
19039,-1,-1,5,1
11153,-1,-1,6,0
11154,44,4,-1,-1
11155,-1,-1,8,2
11156,-1,-1,2,2
11157,12,0,2,1
11158,-1,-1,15,1
11160,-1,-1,8,2
11161,30,2,2,1
11162,-1,-1,4,2
11163,26,1,-1,-1
11164,30,0,-1,-1
11165,-1,-1,4,2
11166,-1,-1,10,2
11167,40,1,-1,-1
11168,22,2,-1,-1
11169,39,1,-1,-1
11170,11,0,-1,-1
11171,62,0,2,1
11190,20,0,4,2
11191,10,0,4,1
11192,42,0,1,1
11193,16,1,3,1
11194,18,1,2,1
11195,32,0,3,1
11196,20,0,4,1
11197,48,0,2,1
11198,10,2,3,1
11238,11,0,2,0
11239,12,2,2,0
11240,14,2,2,1
11241,4,0,2,1
11242,22,0,-1,-1
11243,28,1,2,1
11244,20,1,-1,-1
11245,10,1,-1,-1
11246,8,0,2,0
11247,-1,-1,2,2
11248,82,0,-1,-1
11249,32,0,6,1
11250,18,0,3,1
11251,18,1,2,1
11252,-1,-1,0,0
19051,-1,-1,4,1
11253,14,0,1,1
19048,-1,-1,3,1
11254,14,0,2,1
11255,32,2,3,1
11256,14,0,4,1
11257,5,0,2,0
11258,24,0,4,0
11259,8,2,2,0
11260,8,0,2,0
11261,10,0,2,0
11262,4,0,1,1
19052,-1,-1,2,1
11263,8,0,2,1
11264,26,0,4,1
11265,-1,-1,6,2
11266,42,0,-1,-1
11267,16,2,-1,-1
11268,12,0,1,1
11269,-1,-1,2,0
11270,-1,-1,4,2
11271,28,0,-1,-1
15946,42,10,-1,-1
16013,30,0,5,1
15984,112,14,26,3
15916,89,78,18,1
16406,54,11,8,4
15947,4,0,7,3
16011,-1,-1,9,4
15989,98,0,8,6
15868,160,30,5,7
15228,30,11,6,6
15866,133,120,20,2
15933,40,15,10,8
15229,30,46,8,1
15923,5,0,1,1
15966,62,40,-1,-1
16012,6,4,4,3
15977,22,6,8,3
15976,150,42,-1,-1
15894,90,58,24,12
